Id,Category
400,confederali+V
401,dequalificare+V
402,spiumare+V
403,spionciire+V
404,sollazzare+V
405,generare+A
406,rimontare+V
407,astrologare+V
408,teatrodanza+V
409,assaporare+V
410,butte+V
411,caricare+V
412,ondeggiare+V
413,equivalire+A
414,volo+V
415,demonetizzare+V
416,primeggare+V
417,svincolare+V
418,figurare+V
419,minar+V
420,predetermine+V
421,scarrucolare+V
422,lastre+V
423,immagazzinare+V
424,ereditire+V
425,stilizzare+V
426,guadabili+V
427,imbandierò+V
428,cambiare+V
429,leggicchiar+V
430,contabile+V
431,sdottoreggare+V
432,intercedere+V
433,controfirmerò+V
434,borrare+V
435,sghignazzare+V
436,aureolare+V
437,posare+V
438,serra+V
439,lambicre+V
440,abbigliare+V
441,scaglionare+V
442,regolamentare+V
443,svilire+V
444,scempiare+A
445,appurare+V
446,volare+V
447,canticchiare+V
448,accessoriare+V
449,addormentare+V
450,indispettire+V
451,verbalizzerà+V
452,storpiare+V
453,clerical-calcistirre+V
454,siffaggere+V
455,rafforzare+V
456,ripubblicare+V
457,mettere+V
458,cristallizzare+V
459,scaffalare+V
460,invocare+V
461,giudicatore+A
462,derapare+V
463,consistare+V
464,desistare+V
465,gioconde+V
466,barcamenare+V
467,imbrattare+V
468,impataccare+V
469,istillare+V
470,autocompatire+V
471,inguainare+V
472,riallungare+V
473,fantare+V
474,maxi-inchirre+V
475,mozzare+V
476,dissecare+V
477,pettinare+V
478,copare+V
479,tostare+V
480,popperò+V
481,informare+V
482,fonde+V
483,contagiare+V
484,spingrre+V
485,disabituare+A
486,scempiare+V
487,dardeggare+V
488,sputare+V
489,scalcagnre+V
490,idrogenare+V
491,immergi+V
492,rinunciare+V
493,mugolare+V
494,kafkiana+V
495,svezzare+V
496,politicizzar+V
497,orare+A
498,miticizzare+V
499,invelenire+V
500,diminuiere+V
501,offrire+V
502,sopraffare+V
503,ottantesimi+V
504,ingegire+V
505,assicurare+V
506,inchiodare+V
507,villeggiare+V
508,sfociare+V
509,spere+V
510,sfracelliare+V
511,partitocrazrire+V
512,preveniire+A
513,schioccare+V
514,tifare+V
515,sbellicare+V
516,ancheggiare+V
517,cauterizzare+V
518,decriminalizzare+V
519,ronzare+V
520,impaniare+V
521,stravolgrre+V
522,immigrarere+V
523,congelare+V
524,dispere+V
525,bevicchiare+V
526,vescore+V
527,autorizzare+V
528,calderoire+V
529,tremare+V
530,autoemendi+V
531,amnistiare+V
532,involgrre+V
533,addolorare+V
534,reincarnare+V
535,inscrivere+V
536,ingessare+V
537,eccedare+V
538,autocontrollare+V
539,scarrozzare+V
540,lp+V
541,assecondare+V
542,manifestare+A
543,profondare+V
544,interstellire+V
545,sbellicare+V
546,ricomparire+V
547,ghermire+V
548,riaffacciare+V
549,sigillare+V
550,violinistirre+V
551,grarre+A
552,creo+V
553,incordare+V
554,ricopiare+V
555,autodeterminare+V
556,impensieriere+V
557,dispergere+V
558,mammaire+V
559,disinfiammare+V
560,disturbare+V
561,avverare+V
562,ballo+V
563,sciupare+V
564,disperdrre+V
565,commentire+V
566,calendarizzare+V
567,strumentalizzare+V
568,armeggare+V
569,alluminare+V
570,dedurre+V
571,secondare+V
572,brunire+V
573,posticipare+V
574,esecrandi+V
575,naufragare+V
576,debbiare+V
577,compatire+V
578,gelare+V
579,truccare+V
580,prendare+V
581,basculare+V
582,impellicciare+V
583,allettare+A
584,arcaicizzare+V
585,interstellare+V
586,inzuccherire+V
587,cavare+V
588,indonesiana+V
589,dilungò+V
590,rincoglioniere+V
591,coli+V
592,confirre+V
593,indugiare+V
594,involtare+V
595,preordinare+V
596,asfissiar+V
597,vittimizzare+V
598,risiedo+V
599,impiastricciare+V
600,handicappar+V
601,sbandierare+V
602,parlamenre+V
603,gracidare+V
604,pimenterò+V
605,pregiudicare+V
606,pesare+V
607,ingegrre+V
608,unanime+V
609,abbiglare+V
610,grire+V
611,te+V
612,crescare+V
613,accellare+V
614,paramire+A
615,fruizioire+V
616,insospettire+V
617,umanizzare+V
618,stornellare+V
619,braccherà+V
620,tramortire+V
621,strapagare+V
622,marmorizzare+V
623,raddensare+V
624,dattilografare+V
625,rimpallare+V
626,apporre+V
627,svelre+V
628,spancerà+V
629,defluire+V
630,petroliferi+V
631,bestemmierò+V
632,spaglare+V
633,affaticare+V
634,rinzaffare+V
635,facoltatire+V
636,allontanire+V
637,spiumare+V
638,inscrive+V
639,smarcare+V
640,ammalre+V
641,ripetare+V
642,appassì+V
643,spilleggere+V
644,castrare+V
645,distraggere+V
646,sgranchire+V
647,inquinare+V
648,presente+V
649,utilizzo+V
650,combattare+V
651,appoggiarere+V
652,esplicire+V
653,illanguidiere+V
654,infilze+V
655,gentilere+V
656,gracidare+V
657,stravaccare+V
658,volare+V
659,afferrare+V
660,sopportare+V
661,contaminare+V
662,spazrire+V
663,smerlre+V
664,zamperà+V
665,sondiare+V
666,ricoveriare+V
667,brancicare+V
668,azzivere+V
669,stampigliare+A
670,snocciolerà+V
671,svase+V
672,sfrondar+V
673,finanziarie+V
674,accenre+V
675,spericolatezze+V
676,cognomi+V
677,traumatizzare+V
678,arguire+V
679,miticizzare+V
680,disturbire+V
681,sviliere+V
682,aggranchiere+V
683,lustrare+V
684,ingrazare+V
685,ripetare+V
686,imbarcare+V
687,rappattuma+V
688,tentacolerò+V
689,solleticare+V
690,beatificare+V
691,sterilizzare+V
692,zoologirre+A
693,direzionare+V
694,appesè+V
695,nauseare+V
696,disperdrre+V
697,faticare+A
698,esigrre+V
699,pendolare+V
700,ricrescere+V
701,adire+V
702,deposire+V
703,ancheggiò+V
704,moderare+V
705,accordare+V
706,intabarrare+V
707,rintuzzare+V
708,contaminare+V
709,autointerrogare+V
710,fulminare+V
711,antropomorfizzare+V
712,stuzzicare+V
713,dragare+V
714,crocifiggare+V
715,facilitare+V
716,prolungare+V
717,sghignazzare+V
718,compungiare+V
719,grattare+V
720,lungaggiire+V
721,universalizzare+V
722,sbandierare+V
723,balenare+V
724,paritetica+A
725,inorgoglire+V
726,gemellaggere+V
727,cubiare+V
728,civilirre+V
729,fioere+V
730,cauzionare+V
731,rintoccarere+V
732,sgombrire+V
733,posticipare+V
734,fruttare+V
735,nazionalizzare+V
736,traspirare+V
737,svincolò+V
738,sventaglie+V
739,armamentarere+V
740,uniformre+V
741,schiodarere+V
742,cogestare+V
743,sfibrare+V
744,medicare+V
745,emulare+V
746,sbocciare+V
747,infiocchettare+V
748,discernire+V
749,razionalizzare+V
750,squartare+V
751,deburocratizzare+V
752,resuscitare+V
753,panare+V
754,storicizzare+V
755,stimolare+V
756,spenzolare+V
757,quintuplicare+V
758,intinge+V
759,setacere+V
760,smistare+V
761,potare+V
762,ripiovrre+V
763,intempestire+V
764,eterire+V
765,appropriare+V
766,srotole+V
767,divertii+V
768,insinure+V
769,antropomorfizzare+V
770,stimolare+V
771,girovagare+V
772,miscelare+V
773,lucrare+V
774,saliare+V
775,superpagare+V
776,desinare+V
777,incatramarere+V
778,sguinzaglierò+V
779,imposizioire+V
780,allertare+V
781,accavallare+V
782,depositare+V
783,strusciare+V
784,sprigionare+V
785,vagheggiare+V
786,rintanare+V
787,immergrre+V
788,choccare+V
789,paraffinare+V
790,politicizzire+V
791,prestabilire+V
792,scocciare+V
793,costeggare+V
794,fisioterapirre+V
795,obnubilare+V
796,carpire+V
797,notiziole+V
798,sgombrò+V
799,affossatore+V
800,censire+A
801,espandrre+V
802,stacciare+V
803,tramandare+A
804,deprimare+V
805,rinazionalizzar+V
806,obbligare+A
807,capponare+V
808,rivendrre+V
809,confederare+V
810,arrugginiere+V
811,ticchettiare+V
812,esonerare+A
813,tramò+V
814,avvizziere+V
815,brutalizzare+V
816,spaziare+V
817,rieducare+V
818,scoppiettiare+V
819,tentacolare+V
820,chiare+V
821,sussultarere+V
822,molre+V
823,infruttuodere+V
824,guadare+V
825,incattivire+V
826,co-produre+V
827,uniformiare+V
828,saldare+V
829,lesinare+V
830,amnistierà+V
831,languire+V
832,vialire+V
833,truccare+V
834,poeticizzi+V
835,coibentare+V
836,svaligere+V
837,rivuole+V
838,costeggiare+V
839,impaperar+V
840,concitare+V
841,imbiancare+V
842,ripagare+V
843,canticchere+V
844,recensire+V
845,moltiplicare+V
846,collo+V
847,deludare+V
848,inventare+A
849,colma+V
850,brandeggiare+V
851,affermare+V
852,corteggiare+V
853,cuocere+V
854,calamire+V
855,dequalificare+V
856,reciprocare+V
857,contamina+V
858,congiungerò+V
859,grattar+V
860,familiarizzar+V
861,fiaccre+V
862,impalmare+V
863,faticare+V
864,dilatare+V
865,spiacare+V
866,consacrerà+V
867,conglomerare+V
868,cociare+V
869,annichilare+V
870,abbozzare+V
871,ribadiere+V
872,afferrare+V
873,accoccolare+V
874,calmare+V
875,cannoneggie+V
876,sfoltiere+V
877,collimare+V
878,piccare+V
879,maneggioire+V
880,luccicherò+V
881,sfarfallare+V
882,ferire+V
883,resinare+V
884,infrangibili+V
885,ammontare+V
886,cingare+V
887,dimenticare+V
888,palese+V
889,inzuccherare+V
890,autenticare+V
891,vulnera+V
892,dalmare+V
893,dichiarare+V
894,assegnare+V
895,compiarre+V
896,convenire+V
897,prelibare+V
898,matronali+V
899,lesinare+V
900,cauzioniare+V
901,ossequiarere+V
902,sottorappresentarere+V
903,incretinire+V
904,fauna+V
905,porcellanare+V
906,cesella+V
907,riesplodio+V
908,percolare+V
909,deificar+V
910,bulinare+V
911,limitire+V
912,ingemmare+V
913,patteggiamire+A
914,rivaccinare+V
915,addurre+V
916,autotassare+V
917,asfissierà+V
918,permutare+V
919,svinare+V
920,volare+V
921,deambulazioire+V
922,snellire+V
923,prezzolare+V
924,biasimevoli+V
925,abboffa+V
926,smozzicare+V
927,relazionare+V
928,rinsecche+V
929,calendarizzare+V
930,ingioiello+V
931,sbozzare+V
932,inebetire+V
933,brancolare+V
934,vinificò+V
935,statirre+V
936,sbaciucchiare+V
937,rogare+A
938,sgozzare+V
939,cinquantiire+V
940,vistare+V
941,paganeggare+V
942,scenirre+V
943,scorrevolezze+V
944,edificare+V
945,ariondere+V
946,propendrre+V
947,allevare+V
948,frugare+V
949,riposare+V
950,imbattare+V
951,sottendare+V
952,rivoluzionare+V
953,mugghiare+V
954,sgonfiare+V
955,erodi+V
956,fans+V
957,derubricare+V
958,snobbare+V
959,immobile+V
960,imbandierare+V
961,narcotizzire+V
962,massellare+V
963,esternalizzare+V
964,prolifererò+V
965,investire+V
966,espirare+V
967,fiscalizzare+V
968,rifocillare+V
969,insegna+V
970,compire+V
971,infradiciare+V
972,psicoterapeutirre+V
973,dolorare+V
974,mugolare+V
975,rifocillire+V
976,disidraterà+V
977,straboccare+V
978,sovrapponere+V
979,predeterminiare+V
980,dardeggiare+V
981,promuovrre+V
982,sgranchire+V
983,discerrre+V
984,arrabbiare+V
985,intessere+V
986,giunre+V
987,terriero+V
988,burle+V
989,disteguere+V
990,sanguigna+V
991,ciurliare+V
992,lesionare+V
993,accorciare+V
994,vantare+V
995,flottiare+V
996,pervertire+V
997,affastello+V
998,adorabili+V
999,stravaccare+V
1000,investe+V
1001,porgire+A
1002,espurre+V
1003,arcaizzare+V
1004,settore+V
1005,centesinone+V
1006,leali+V
1007,canterellare+V
1008,rinunciatarere+V
1009,presupporr+V
1010,insordere+V
1011,seghettare+V
1012,calamitare+V
1013,sfamare+V
1014,sobbarcare+V
1015,grippare+V
1016,schematizzazioire+V
1017,mobiliare+A
1018,sgombrare+V
1019,accentare+V
1020,respirre+V
1021,preavvisare+V
1022,immaturi+V
1023,pizzicottare+V
1024,assertire+V
1025,inchinare+V
1026,sobbarcare+V
1027,esterificherà+V
1028,cicloturire+V
1029,perizie+V
1030,corrodire+V
1031,ritentare+V
1032,supplementari+V
1033,interpelle+V
1034,formalizzare+V
1035,rabbrividi+V
1036,avvizzire+V
1037,accorò+V
1038,appagare+V
1039,smozzicare+V
1040,preparo+V
1041,imbrogliare+V
1042,sopraelencare+V
1043,incenerire+V
1044,fegare+V
1045,dissuadare+V
1046,gonfiare+V
1047,carezzare+V
1048,decisioire+V
1049,corrispondenza+V
1050,peritare+V
1051,spelaccare+V
1052,abboffare+V
1053,autoanalizzare+V
1054,piotare+V
1055,rieducare+V
1056,annacquare+V
1057,fastodere+V
1058,raggruzzolare+V
1059,costellare+V
1060,affettare+V
1061,impiallaccare+V
1062,rastrellare+V
1063,escresre+A
1064,simulerà+V
1065,firmare+V
1066,interpellare+V
1067,abbreviare+A
1068,pioviggine+V
1069,chiami+V
1070,ricoprire+V
1071,beare+V
1072,sanguinarere+V
1073,riallungare+V
1074,gerarrre+V
1075,saettare+V
1076,autoanalizzò+V
1077,raccordarere+V
1078,soffieggere+V
1079,iperbolirre+V
1080,snobisnone+V
1081,autocensurare+V
1082,straboccare+V
1083,marsalre+V
1084,denudare+V
1085,vergognare+V
1086,slanciare+V
1087,scardine+V
1088,baccagliar+V
1089,chiazzire+V
1090,invelerre+V
1091,svinare+V
1092,sbarazzare+V
1093,sopraffaere+V
1094,accompagnatore+A
1095,delegare+V
1096,mascolinizzare+V
1097,frigire+V
1098,accapponare+V
1099,inventariare+A
1100,rinsaldare+V
1101,appestare+V
1102,esagire+V
1103,trasfusioire+V
1104,sobbollirere+V
1105,acciaccare+V
1106,inasprire+A
1107,turlupinare+V
1108,eccedire+A
1109,dissanguare+V
1110,mobiliere+V
1111,frustri+V
1112,sgonnellare+V
1113,serrare+V
1114,formalizzare+V
1115,biscottare+V
1116,gratuire+V
1117,flottare+V
1118,crocefiggrre+V
1119,ghettizzare+A
1120,tradire+V
1121,intromettrre+V
1122,addolcire+V
1123,eredità+V
1124,salare+V
1125,spanciare+V
1126,imbevere+V
1127,marchiare+V
1128,disaffezionare+V
1129,fervere+V
1130,ospitare+V
1131,bestemmie+V
1132,bussare+V
1133,osannare+V
1134,corredare+V
1135,raffinare+V
1136,vellicò+V
1137,paninoterre+V
1138,pugnaliare+V
1139,imputar+V
1140,stoppare+V
1141,avvaldere+V
1142,balenare+V
1143,raccolre+V
1144,nettare+V
1145,percentualizzare+V
1146,risolre+V
1147,ondeggiare+V
1148,chiazzare+V
1149,dinamizzare+A
1150,comunistizzare+V
1151,complicar+V
1152,scolpare+V
1153,riscrire+V
1154,imbriglere+V
1155,depoliticizzare+V
1156,ribattere+V
1157,pesare+V
1158,dequalifice+V
1159,disdiere+V
1160,conduttori+V
1161,piazzamire+A
1162,coalizzare+V
1163,disapprove+V
1164,ispezionare+V
1165,strisere+V
1166,tripolare+V
1167,pecorare+V
1168,ridistribuire+V
1169,scalre+V
1170,gocrre+V
1171,alluvionare+V
1172,riammogliare+V
1173,appurar+V
1174,illeggiadrire+A
1175,blaterare+V
1176,acchiappare+V
1177,cesellare+V
1178,riarmare+V
1179,insanguinare+V
1180,rinsaccare+V
1181,basculare+V
1182,autoriformare+V
1183,emofilirre+A
1184,vaticinare+V
1185,intossicare+V
1186,rasciugare+V
1187,schermire+V
1188,vestizioire+V
1189,celeberrimi+V
1190,diventare+V
1191,commissarie+V
1192,feriere+V
1193,trabocrre+V
1194,presentiere+V
1195,sbrigare+V
1196,infiltrare+V
1197,bollare+V
1198,svestiere+V
1199,leve+V
1200,storicizzare+V
1201,autotrasportatore+V
1202,contorre+V
1203,condizionare+V
1204,acciaiarere+V
1205,allogare+V
1206,colcosiaire+V
1207,anticaglrire+V
1208,accasciare+V
1209,gettare+V
1210,acclre+V
1211,registrare+V
1212,ramare+V
1213,somatizzare+V
1214,figurare+V
1215,tracimiare+V
1216,straboccare+V
1217,deputare+V
1218,screpoliare+V
1219,interagire+V
1220,magnetizzare+V
1221,feriere+V
1222,stimare+V
1223,peggiorare+V
1224,spingare+V
1225,impaperare+V
1226,fulgire+A
1227,rateare+A
1228,scolliare+V
1229,incrostare+V
1230,gelificare+A
1231,recensire+V
1232,rodare+V
1233,paganeggiare+V
1234,satollare+V
1235,sottrarre+V
1236,copiare+V
1237,allineare+V
1238,spiovare+V
1239,strille+V
1240,diliscare+V
1241,frinire+V
1242,tamponare+V
1243,intromettrre+V
1244,rimembrar+V
1245,ricomperiare+V
1246,isoleggere+V
1247,urgenza+V
1248,autotutelare+V
1249,arrossare+V
1250,molare+V
1251,stravindere+V
1252,ninnare+V
1253,cresrre+V
1254,venire+V
1255,specificare+V
1256,imbiacre+V
1257,ricomparire+V
1258,cozzarere+V
1259,stridare+V
1260,origine+V
1261,contaminare+V
1262,ammainare+V
1263,ginnasiale+V
1264,panare+V
1265,telecomanderò+V
1266,scantinò+V
1267,accostumare+V
1268,scotennare+V
1269,circumnavigare+V
1270,spenzolre+V
1271,inauguere+V
1272,reintegrare+V
1273,spopolare+V
1274,premunire+V
1275,riconsacrare+V
1276,dorare+V
1277,zoppicare+V
1278,miserabile+V
1279,sconvolgire+V
1280,cristianizzare+V
1281,inzuccherare+V
1282,epistolare+V
1283,trarre+V
1284,resistenziale+V
1285,compagirre+V
1286,assoldare+V
1287,rabberciare+V
1288,pense+V
1289,migliorare+V
1290,demonetizzare+V
1291,realistirre+V
1292,battere+V
1293,reggare+V
1294,alluvioire+V
1295,resuscitò+V
1296,rispettare+V
1297,spocchiodere+V
1298,intravede+V
1299,congiungrre+V
1300,ambiiare+V
1301,sconnettare+V
1302,video-giorre+V
1303,congoledere+V
1304,rovere+V
1305,manualizzare+A
1306,bimbi+V
1307,rinforzare+V
1308,spruzzare+V
1309,sprintare+V
1310,arrabbiare+V
1311,esaminare+V
1312,ermafrodire+V
1313,miagolarere+V
1314,desertificare+V
1315,menscevica+A
1316,ionizzare+V
1317,parteciparere+V
1318,indugiare+V
1319,indisponare+V
1320,argomentare+V
1321,bluffare+V
1322,affissare+A
1323,protenderà+V
1324,egemonizzare+V
1325,escutere+V
1326,disattrezzerà+V
1327,stiracchiare+V
1328,stravingere+V
1329,impaccare+V
1330,smarcare+V
1331,scaricare+V
1332,grippare+V
1333,punteggare+V
1334,sopradescrivere+V
1335,gioire+V
1336,inquietare+V
1337,timonieri+V
1338,seminferme+V
1339,collettività+V
1340,impiagare+V
1341,smantellare+A
1342,interagire+V
1343,riattizzare+V
1344,girellare+V
1345,israelitirre+V
1346,sfrattare+A
1347,nona+V
1348,donchisciottere+V
1349,svettiare+V
1350,alieniare+V
1351,fraseggare+V
1352,tendina+V
1353,tifare+V
1354,difettare+V
1355,rachitirre+V
1356,affissare+V
1357,elettronirre+V
1358,ribattiare+V
1359,scolorirere+V
1360,cislare+V
1361,strinerà+V
1362,riseminare+V
1363,profondare+V
1364,sospendrre+V
1365,infilare+V
1366,asportare+A
1367,elidere+V
1368,rielaborare+V
1369,enunciare+V
1370,riverire+V
1371,farmer+V
1372,sgozze+V
1373,impratichire+V
1374,consigliare+V
1375,cresere+V
1376,sgomentare+V
1377,carreggiare+V
1378,espositori+V
1379,dipinre+V
1380,murare+V
1381,acclimatare+V
1382,bolli+V
1383,preavvisarere+V
1384,illustrare+V
1385,rifransè+V
1386,autocontrolliare+V
1387,sconsigliare+V
1388,rischiarare+V
1389,assicurare+V
1390,esortre+V
1391,rivangare+V
1392,eccepiere+V
1393,plausibili+V
1394,incollerire+V
1395,ingioiellare+V
1396,stracere+V
1397,chiazzare+V
1398,sondaggire+V
1399,contenire+V
1400,telecomandare+V
1401,furre+V
1402,sviluppi+V
1403,palliò+V
1404,estingurre+V
1405,tubolare+V
1406,ballottare+V
1407,straviziare+V
1408,inceneriere+V
1409,partiere+V
1410,strumentalizziare+V
1411,propeguere+V
1412,imperiare+V
1413,minacciondere+V
1414,sbarrare+V
1415,delibare+V
1416,mance+V
1417,commercare+V
1418,disimpegniare+V
1419,arcaicizzare+V
1420,sincerare+V
1421,atterrare+V
1422,arricciolare+V
1423,autoproclamare+A
1424,crespare+V
1425,indovirre+V
1426,stagionare+V
1427,controdeduzioire+V
1428,ricostruire+V
1429,gualciere+V
1430,riabbattere+V
1431,denudare+V
1432,scantonare+V
1433,citare+V
1434,ariodere+V
1435,palpeggiamenre+V
1436,dichiarerà+V
1437,accresre+A
1438,funzionare+V
1439,chiacchierarere+V
1440,algide+V
1441,brandelli+V
1442,stadere+V
1443,universalizzare+V
1444,comprovare+V
1445,libri-intervirre+V
1446,divagare+V
1447,reintegra+V
1448,calamitare+V
1449,impalmire+V
1450,chiaggere+V
1451,autocensussere+V
1452,allegare+V
1453,affacciare+V
